"country","date","confirmed","deaths","recovered","Latitude","Longitude","Continent","fatal_rate","text","confirmed_daily","deaths_daily","mon_yr"
"Liechtenstein",2020-03-01,0,0,0,47.166,9.555373,"Europe",0,"<b>Liechtenstein</b><br>Confirmed: <b>0.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-03"
"Liechtenstein",2020-04-01,68,0,46,47.166,9.555373,"Europe",0,"<b>Liechtenstein</b><br>Confirmed: <b>68.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-04"
"Liechtenstein",2020-05-01,82,1,80,47.166,9.555373,"Europe",0.0121951219512195,"<b>Liechtenstein</b><br>Confirmed: <b>82.0</b><br>Death: <b>1.0</b><br>Fatality Ratio: <b>1.2%</b><br>",0,0,"2020-05"
"Liechtenstein",2020-06-01,82,1,81,47.166,9.555373,"Europe",0.0121951219512195,"<b>Liechtenstein</b><br>Confirmed: <b>82.0</b><br>Death: <b>1.0</b><br>Fatality Ratio: <b>1.2%</b><br>",0,0,"2020-06"
"Liechtenstein",2020-07-01,82,1,81,47.166,9.555373,"Europe",0.0121951219512195,"<b>Liechtenstein</b><br>Confirmed: <b>82.0</b><br>Death: <b>1.0</b><br>Fatality Ratio: <b>1.2%</b><br>",0,0,"2020-07"
"Liechtenstein",2020-08-01,88,1,85,47.166,9.555373,"Europe",0.0113636363636364,"<b>Liechtenstein</b><br>Confirmed: <b>88.0</b><br>Death: <b>1.0</b><br>Fatality Ratio: <b>1.1%</b><br>",0,0,"2020-08"
"Liechtenstein",2020-09-01,107,1,97,47.166,9.555373,"Europe",0.00934579439252336,"<b>Liechtenstein</b><br>Confirmed: <b>107.0</b><br>Death: <b>1.0</b><br>Fatality Ratio: <b>0.9%</b><br>",0,0,"2020-09"
"Liechtenstein",2020-10-01,119,1,114,47.166,9.555373,"Europe",0.00840336134453782,"<b>Liechtenstein</b><br>Confirmed: <b>119.0</b><br>Death: <b>1.0</b><br>Fatality Ratio: <b>0.8%</b><br>",1,0,"2020-10"
"Liechtenstein",2020-11-01,551,3,347,47.166,9.555373,"Europe",0.00544464609800363,"<b>Liechtenstein</b><br>Confirmed: <b>551.0</b><br>Death: <b>3.0</b><br>Fatality Ratio: <b>0.5%</b><br>",18,0,"2020-11"
"Liechtenstein",2020-12-01,1286,16,1110,47.166,9.555373,"Europe",0.0124416796267496,"<b>Liechtenstein</b><br>Confirmed: <b>1.3K</b><br>Death: <b>16.0</b><br>Fatality Ratio: <b>1.2%</b><br>",16,0,"2020-12"
"Liechtenstein",2021-01-01,2175,39,1810,47.166,9.555373,"Europe",0.0179310344827586,"<b>Liechtenstein</b><br>Confirmed: <b>2.2K</b><br>Death: <b>39.0</b><br>Fatality Ratio: <b>1.8%</b><br>",39,0,"2021-01"
"Liechtenstein",2021-02-01,2497,52,2376,47.166,9.555373,"Europe",0.0208249899879856,"<b>Liechtenstein</b><br>Confirmed: <b>2.5K</b><br>Death: <b>52.0</b><br>Fatality Ratio: <b>2.1%</b><br>",4,0,"2021-02"
"Liechtenstein",2021-03-01,2575,54,2484,47.166,9.555373,"Europe",0.0209708737864078,"<b>Liechtenstein</b><br>Confirmed: <b>2.6K</b><br>Death: <b>54.0</b><br>Fatality Ratio: <b>2.1%</b><br>",8,0,"2021-03"
"Liechtenstein",2021-04-01,2675,56,2571,47.166,9.555373,"Europe",0.0209345794392523,"<b>Liechtenstein</b><br>Confirmed: <b>2.7K</b><br>Death: <b>56.0</b><br>Fatality Ratio: <b>2.1%</b><br>",5,0,"2021-04"
"Liechtenstein",2021-05-01,2936,57,2792,47.166,9.555373,"Europe",0.0194141689373297,"<b>Liechtenstein</b><br>Confirmed: <b>2.9K</b><br>Death: <b>57.0</b><br>Fatality Ratio: <b>1.9%</b><br>",10,0,"2021-05"
"Liechtenstein",2021-06-01,3012,58,2934,47.166,9.555373,"Europe",0.0192563081009296,"<b>Liechtenstein</b><br>Confirmed: <b>3.0K</b><br>Death: <b>58.0</b><br>Fatality Ratio: <b>1.9%</b><br>",0,0,"2021-06"
"Liechtenstein",2021-07-01,3039,59,2963,47.166,9.555373,"Europe",0.0194142810134913,"<b>Liechtenstein</b><br>Confirmed: <b>3.0K</b><br>Death: <b>59.0</b><br>Fatality Ratio: <b>1.9%</b><br>",3,0,"2021-07"
"Liechtenstein",2021-08-01,3085,59,3009,47.166,9.555373,"Europe",0.0191247974068071,"<b>Liechtenstein</b><br>Confirmed: <b>3.1K</b><br>Death: <b>59.0</b><br>Fatality Ratio: <b>1.9%</b><br>",0,0,"2021-08"
"Liechtenstein",2021-09-01,3278,59,0,47.166,9.555373,"Europe",0.0179987797437462,"<b>Liechtenstein</b><br>Confirmed: <b>3.3K</b><br>Death: <b>59.0</b><br>Fatality Ratio: <b>1.8%</b><br>",5,0,"2021-09"
"Lithuania",2020-02-01,0,0,0,55.169438,23.881275,"Europe",0,"<b>Lithuania</b><br>Confirmed: <b>0.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-02"
"Lithuania",2020-03-01,1,0,0,55.169438,23.881275,"Europe",0,"<b>Lithuania</b><br>Confirmed: <b>1.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-03"
"Lithuania",2020-04-01,512,6,0,55.169438,23.881275,"Europe",0.01171875,"<b>Lithuania</b><br>Confirmed: <b>512.0</b><br>Death: <b>6.0</b><br>Fatality Ratio: <b>1.2%</b><br>",44,2,"2020-04"
"Lithuania",2020-05-01,1389,32,615,55.169438,23.881275,"Europe",0.0230381569474442,"<b>Lithuania</b><br>Confirmed: <b>1.4K</b><br>Death: <b>32.0</b><br>Fatality Ratio: <b>2.3%</b><br>",14,0,"2020-05"
"Lithuania",2020-06-01,1671,55,1283,55.169438,23.881275,"Europe",0.0329144225014961,"<b>Lithuania</b><br>Confirmed: <b>1.7K</b><br>Death: <b>55.0</b><br>Fatality Ratio: <b>3.3%</b><br>",4,1,"2020-06"
"Lithuania",2020-07-01,1813,61,1534,55.169438,23.881275,"Europe",0.0336458907887479,"<b>Lithuania</b><br>Confirmed: <b>1.8K</b><br>Death: <b>61.0</b><br>Fatality Ratio: <b>3.4%</b><br>",1,0,"2020-07"
"Lithuania",2020-08-01,2087,63,1659,55.169438,23.881275,"Europe",0.0301868711068519,"<b>Lithuania</b><br>Confirmed: <b>2.1K</b><br>Death: <b>63.0</b><br>Fatality Ratio: <b>3.0%</b><br>",18,0,"2020-08"
"Lithuania",2020-09-01,2923,69,1996,55.169438,23.881275,"Europe",0.023605884365378,"<b>Lithuania</b><br>Confirmed: <b>2.9K</b><br>Death: <b>69.0</b><br>Fatality Ratio: <b>2.4%</b><br>",23,0,"2020-09"
"Lithuania",2020-10-01,4779,77,2899,55.169438,23.881275,"Europe",0.0161121573550952,"<b>Lithuania</b><br>Confirmed: <b>4.8K</b><br>Death: <b>77.0</b><br>Fatality Ratio: <b>1.6%</b><br>",91,0,"2020-10"
"Lithuania",2020-11-01,15698,155,5558,55.169438,23.881275,"Europe",0.00987386928271117,"<b>Lithuania</b><br>Confirmed: <b>15.7K</b><br>Death: <b>155.0</b><br>Fatality Ratio: <b>1.0%</b><br>",883,3,"2020-11"
"Lithuania",2020-12-01,62511,641,29522,55.169438,23.881275,"Europe",0.010254195261634,"<b>Lithuania</b><br>Confirmed: <b>62.5K</b><br>Death: <b>641.0</b><br>Fatality Ratio: <b>1.0%</b><br>",1200,21,"2020-12"
"Lithuania",2021-01-01,145430,1837,98149,55.169438,23.881275,"Europe",0.0126315065667331,"<b>Lithuania</b><br>Confirmed: <b>145.4K</b><br>Death: <b>1.8K</b><br>Fatality Ratio: <b>1.3%</b><br>",3475,41,"2021-01"
"Lithuania",2021-02-01,182898,2830,163763,55.169438,23.881275,"Europe",0.0154731052280506,"<b>Lithuania</b><br>Confirmed: <b>182.9K</b><br>Death: <b>2.8K</b><br>Fatality Ratio: <b>1.5%</b><br>",355,22,"2021-02"
"Lithuania",2021-03-01,199398,3253,184848,55.169438,23.881275,"Europe",0.0163141054574269,"<b>Lithuania</b><br>Confirmed: <b>199.4K</b><br>Death: <b>3.3K</b><br>Fatality Ratio: <b>1.6%</b><br>",253,9,"2021-03"
"Lithuania",2021-04-01,217005,3583,199767,55.169438,23.881275,"Europe",0.0165111402963065,"<b>Lithuania</b><br>Confirmed: <b>217.0K</b><br>Death: <b>3.6K</b><br>Fatality Ratio: <b>1.7%</b><br>",886,9,"2021-04"
"Lithuania",2021-05-01,248655,3937,224649,55.169438,23.881275,"Europe",0.0158331825219682,"<b>Lithuania</b><br>Confirmed: <b>248.7K</b><br>Death: <b>3.9K</b><br>Fatality Ratio: <b>1.6%</b><br>",1386,14,"2021-05"
"Lithuania",2021-06-01,274776,4276,256176,55.169438,23.881275,"Europe",0.0155617666754011,"<b>Lithuania</b><br>Confirmed: <b>274.8K</b><br>Death: <b>4.3K</b><br>Fatality Ratio: <b>1.6%</b><br>",393,10,"2021-06"
"Lithuania",2021-07-01,278809,4384,267725,55.169438,23.881275,"Europe",0.015724026125412,"<b>Lithuania</b><br>Confirmed: <b>278.8K</b><br>Death: <b>4.4K</b><br>Fatality Ratio: <b>1.6%</b><br>",40,1,"2021-07"
"Lithuania",2021-08-01,283016,4416,269323,55.169438,23.881275,"Europe",0.0156033581140289,"<b>Lithuania</b><br>Confirmed: <b>283.0K</b><br>Death: <b>4.4K</b><br>Fatality Ratio: <b>1.6%</b><br>",198,1,"2021-08"
"Lithuania",2021-09-01,299532,4569,0,55.169438,23.881275,"Europe",0.0152537959216378,"<b>Lithuania</b><br>Confirmed: <b>299.5K</b><br>Death: <b>4.6K</b><br>Fatality Ratio: <b>1.5%</b><br>",707,8,"2021-09"
"Luxembourg",2020-02-01,0,0,0,49.815273,6.129583,"Europe",0,"<b>Luxembourg</b><br>Confirmed: <b>0.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-02"
"Luxembourg",2020-03-01,1,0,0,49.815273,6.129583,"Europe",0,"<b>Luxembourg</b><br>Confirmed: <b>1.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-03"
"Luxembourg",2020-04-01,2319,29,80,49.815273,6.129583,"Europe",0.01250539025442,"<b>Luxembourg</b><br>Confirmed: <b>2.3K</b><br>Death: <b>29.0</b><br>Fatality Ratio: <b>1.3%</b><br>",141,6,"2020-04"
"Luxembourg",2020-05-01,3802,92,3213,49.815273,6.129583,"Europe",0.0241977906365071,"<b>Luxembourg</b><br>Confirmed: <b>3.8K</b><br>Death: <b>92.0</b><br>Fatality Ratio: <b>2.4%</b><br>",18,2,"2020-05"
"Luxembourg",2020-06-01,4019,110,3845,49.815273,6.129583,"Europe",0.0273699925354566,"<b>Luxembourg</b><br>Confirmed: <b>4.0K</b><br>Death: <b>110.0</b><br>Fatality Ratio: <b>2.7%</b><br>",1,0,"2020-06"
"Luxembourg",2020-07-01,4345,110,4003,49.815273,6.129583,"Europe",0.0253164556962025,"<b>Luxembourg</b><br>Confirmed: <b>4.3K</b><br>Death: <b>110.0</b><br>Fatality Ratio: <b>2.5%</b><br>",46,0,"2020-07"
"Luxembourg",2020-08-01,6793,116,5192,49.815273,6.129583,"Europe",0.0170764021787134,"<b>Luxembourg</b><br>Confirmed: <b>6.8K</b><br>Death: <b>116.0</b><br>Fatality Ratio: <b>1.7%</b><br>",98,2,"2020-08"
"Luxembourg",2020-09-01,6625,124,5990,49.815273,6.129583,"Europe",0.0187169811320755,"<b>Luxembourg</b><br>Confirmed: <b>6.6K</b><br>Death: <b>124.0</b><br>Fatality Ratio: <b>1.9%</b><br>",0,0,"2020-09"
"Luxembourg",2020-10-01,8595,125,7280,49.815273,6.129583,"Europe",0.014543339150669,"<b>Luxembourg</b><br>Confirmed: <b>8.6K</b><br>Death: <b>125.0</b><br>Fatality Ratio: <b>1.5%</b><br>",86,1,"2020-10"
"Luxembourg",2020-11-01,17134,152,10081,49.815273,6.129583,"Europe",0.00887125014590872,"<b>Luxembourg</b><br>Confirmed: <b>17.1K</b><br>Death: <b>152.0</b><br>Fatality Ratio: <b>0.9%</b><br>",0,0,"2020-11"
"Luxembourg",2020-12-01,35129,330,26156,49.815273,6.129583,"Europe",0.00939394802015429,"<b>Luxembourg</b><br>Confirmed: <b>35.1K</b><br>Death: <b>330.0</b><br>Fatality Ratio: <b>0.9%</b><br>",451,9,"2020-12"
"Luxembourg",2021-01-01,46415,495,40978,49.815273,6.129583,"Europe",0.0106646558224712,"<b>Luxembourg</b><br>Confirmed: <b>46.4K</b><br>Death: <b>495.0</b><br>Fatality Ratio: <b>1.1%</b><br>",0,0,"2021-01"
"Luxembourg",2021-02-01,50733,584,47974,49.815273,6.129583,"Europe",0.0115112451461573,"<b>Luxembourg</b><br>Confirmed: <b>50.7K</b><br>Death: <b>584.0</b><br>Fatality Ratio: <b>1.2%</b><br>",345,7,"2021-02"
"Luxembourg",2021-03-01,55480,639,52019,49.815273,6.129583,"Europe",0.0115176640230714,"<b>Luxembourg</b><br>Confirmed: <b>55.5K</b><br>Death: <b>639.0</b><br>Fatality Ratio: <b>1.2%</b><br>",370,2,"2021-03"
"Luxembourg",2021-04-01,61881,749,57366,49.815273,6.129583,"Europe",0.0121038767957855,"<b>Luxembourg</b><br>Confirmed: <b>61.9K</b><br>Death: <b>749.0</b><br>Fatality Ratio: <b>1.2%</b><br>",239,3,"2021-04"
"Luxembourg",2021-05-01,67205,796,63661,49.815273,6.129583,"Europe",0.0118443568186891,"<b>Luxembourg</b><br>Confirmed: <b>67.2K</b><br>Death: <b>796.0</b><br>Fatality Ratio: <b>1.2%</b><br>",0,0,"2021-05"
"Luxembourg",2021-06-01,69983,817,68261,49.815273,6.129583,"Europe",0.0116742637497678,"<b>Luxembourg</b><br>Confirmed: <b>70.0K</b><br>Death: <b>817.0</b><br>Fatality Ratio: <b>1.2%</b><br>",51,2,"2021-06"
"Luxembourg",2021-07-01,70895,818,69726,49.815273,6.129583,"Europe",0.0115381902814021,"<b>Luxembourg</b><br>Confirmed: <b>70.9K</b><br>Death: <b>818.0</b><br>Fatality Ratio: <b>1.2%</b><br>",108,0,"2021-07"
"Luxembourg",2021-08-01,73870,822,71867,49.815273,6.129583,"Europe",0.0111276566941925,"<b>Luxembourg</b><br>Confirmed: <b>73.9K</b><br>Death: <b>822.0</b><br>Fatality Ratio: <b>1.1%</b><br>",0,0,"2021-08"
"Luxembourg",2021-09-01,75904,830,0,49.815273,6.129583,"Europe",0.0109348650927487,"<b>Luxembourg</b><br>Confirmed: <b>75.9K</b><br>Death: <b>830.0</b><br>Fatality Ratio: <b>1.1%</b><br>",144,0,"2021-09"
"Malta",2020-02-01,0,0,0,35.937496,14.375416,"Europe",0,"<b>Malta</b><br>Confirmed: <b>0.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-02"
"Malta",2020-03-01,0,0,0,35.937496,14.375416,"Europe",0,"<b>Malta</b><br>Confirmed: <b>0.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-03"
"Malta",2020-04-01,188,0,2,35.937496,14.375416,"Europe",0,"<b>Malta</b><br>Confirmed: <b>188.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",19,0,"2020-04"
"Malta",2020-05-01,467,4,383,35.937496,14.375416,"Europe",0.00856531049250535,"<b>Malta</b><br>Confirmed: <b>467.0</b><br>Death: <b>4.0</b><br>Fatality Ratio: <b>0.9%</b><br>",2,0,"2020-05"
"Malta",2020-06-01,619,9,537,35.937496,14.375416,"Europe",0.0145395799676898,"<b>Malta</b><br>Confirmed: <b>619.0</b><br>Death: <b>9.0</b><br>Fatality Ratio: <b>1.5%</b><br>",1,0,"2020-06"
"Malta",2020-07-01,671,9,647,35.937496,14.375416,"Europe",0.0134128166915052,"<b>Malta</b><br>Confirmed: <b>671.0</b><br>Death: <b>9.0</b><br>Fatality Ratio: <b>1.3%</b><br>",1,0,"2020-07"
"Malta",2020-08-01,845,9,665,35.937496,14.375416,"Europe",0.0106508875739645,"<b>Malta</b><br>Confirmed: <b>845.0</b><br>Death: <b>9.0</b><br>Fatality Ratio: <b>1.1%</b><br>",21,0,"2020-08"
"Malta",2020-09-01,1909,12,1453,35.937496,14.375416,"Europe",0.00628601361969618,"<b>Malta</b><br>Confirmed: <b>1.9K</b><br>Death: <b>12.0</b><br>Fatality Ratio: <b>0.6%</b><br>",26,0,"2020-09"
"Malta",2020-10-01,3095,35,2605,35.937496,14.375416,"Europe",0.0113085621970921,"<b>Malta</b><br>Confirmed: <b>3.1K</b><br>Death: <b>35.0</b><br>Fatality Ratio: <b>1.1%</b><br>",37,0,"2020-10"
"Malta",2020-11-01,6182,64,4286,35.937496,14.375416,"Europe",0.0103526366871563,"<b>Malta</b><br>Confirmed: <b>6.2K</b><br>Death: <b>64.0</b><br>Fatality Ratio: <b>1.0%</b><br>",140,2,"2020-11"
"Malta",2020-12-01,9975,141,7748,35.937496,14.375416,"Europe",0.0141353383458647,"<b>Malta</b><br>Confirmed: <b>10.0K</b><br>Death: <b>141.0</b><br>Fatality Ratio: <b>1.4%</b><br>",102,4,"2020-12"
"Malta",2021-01-01,12909,219,11178,35.937496,14.375416,"Europe",0.0169649082035789,"<b>Malta</b><br>Confirmed: <b>12.9K</b><br>Death: <b>219.0</b><br>Fatality Ratio: <b>1.7%</b><br>",135,0,"2021-01"
"Malta",2021-02-01,18027,269,15101,35.937496,14.375416,"Europe",0.0149220613524158,"<b>Malta</b><br>Confirmed: <b>18.0K</b><br>Death: <b>269.0</b><br>Fatality Ratio: <b>1.5%</b><br>",124,2,"2021-02"
"Malta",2021-03-01,22657,316,19663,35.937496,14.375416,"Europe",0.0139471245089818,"<b>Malta</b><br>Confirmed: <b>22.7K</b><br>Death: <b>316.0</b><br>Fatality Ratio: <b>1.4%</b><br>",175,1,"2021-03"
"Malta",2021-04-01,29085,394,27951,35.937496,14.375416,"Europe",0.0135465016331442,"<b>Malta</b><br>Confirmed: <b>29.1K</b><br>Death: <b>394.0</b><br>Fatality Ratio: <b>1.4%</b><br>",52,2,"2021-04"
"Malta",2021-05-01,30307,415,29622,35.937496,14.375416,"Europe",0.0136932061899891,"<b>Malta</b><br>Confirmed: <b>30.3K</b><br>Death: <b>415.0</b><br>Fatality Ratio: <b>1.4%</b><br>",15,2,"2021-05"
"Malta",2021-06-01,30543,419,30054,35.937496,14.375416,"Europe",0.0137183642733196,"<b>Malta</b><br>Confirmed: <b>30.5K</b><br>Death: <b>419.0</b><br>Fatality Ratio: <b>1.4%</b><br>",8,0,"2021-06"
"Malta",2021-07-01,30627,420,30161,35.937496,14.375416,"Europe",0.0137133901459497,"<b>Malta</b><br>Confirmed: <b>30.6K</b><br>Death: <b>420.0</b><br>Fatality Ratio: <b>1.4%</b><br>",4,0,"2021-07"
"Malta",2021-08-01,34375,423,31843,35.937496,14.375416,"Europe",0.0123054545454545,"<b>Malta</b><br>Confirmed: <b>34.4K</b><br>Death: <b>423.0</b><br>Fatality Ratio: <b>1.2%</b><br>",80,0,"2021-08"
"Malta",2021-09-01,36247,441,0,35.937496,14.375416,"Europe",0.0121665241261346,"<b>Malta</b><br>Confirmed: <b>36.2K</b><br>Death: <b>441.0</b><br>Fatality Ratio: <b>1.2%</b><br>",76,0,"2021-09"
"Moldova",2020-02-01,0,0,0,47.411631,28.369885,"Europe",0,"<b>Moldova</b><br>Confirmed: <b>0.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-02"
"Moldova",2020-03-01,0,0,0,47.411631,28.369885,"Europe",0,"<b>Moldova</b><br>Confirmed: <b>0.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-03"
"Moldova",2020-04-01,423,5,23,47.411631,28.369885,"Europe",0.0118203309692671,"<b>Moldova</b><br>Confirmed: <b>423.0</b><br>Death: <b>5.0</b><br>Fatality Ratio: <b>1.2%</b><br>",70,1,"2020-04"
"Moldova",2020-05-01,3980,122,1272,47.411631,28.369885,"Europe",0.0306532663316583,"<b>Moldova</b><br>Confirmed: <b>4.0K</b><br>Death: <b>122.0</b><br>Fatality Ratio: <b>3.1%</b><br>",83,6,"2020-05"
"Moldova",2020-06-01,8360,305,4622,47.411631,28.369885,"Europe",0.0364832535885168,"<b>Moldova</b><br>Confirmed: <b>8.4K</b><br>Death: <b>305.0</b><br>Fatality Ratio: <b>3.6%</b><br>",109,10,"2020-06"
"Moldova",2020-07-01,16898,549,9594,47.411631,28.369885,"Europe",0.0324890519588117,"<b>Moldova</b><br>Confirmed: <b>16.9K</b><br>Death: <b>549.0</b><br>Fatality Ratio: <b>3.2%</b><br>",285,4,"2020-07"
"Moldova",2020-08-01,25113,788,17571,47.411631,28.369885,"Europe",0.031378170668578,"<b>Moldova</b><br>Confirmed: <b>25.1K</b><br>Death: <b>788.0</b><br>Fatality Ratio: <b>3.1%</b><br>",380,10,"2020-08"
"Moldova",2020-09-01,37208,1008,25872,47.411631,28.369885,"Europe",0.0270909481831864,"<b>Moldova</b><br>Confirmed: <b>37.2K</b><br>Death: <b>1.0K</b><br>Fatality Ratio: <b>2.7%</b><br>",288,13,"2020-09"
"Moldova",2020-10-01,54064,1336,39499,47.411631,28.369885,"Europe",0.024711453092631,"<b>Moldova</b><br>Confirmed: <b>54.1K</b><br>Death: <b>1.3K</b><br>Fatality Ratio: <b>2.5%</b><br>",1022,16,"2020-10"
"Moldova",2020-11-01,76582,1800,56312,47.411631,28.369885,"Europe",0.0235042177012875,"<b>Moldova</b><br>Confirmed: <b>76.6K</b><br>Death: <b>1.8K</b><br>Fatality Ratio: <b>2.4%</b><br>",542,15,"2020-11"
"Moldova",2020-12-01,108863,2323,95918,47.411631,28.369885,"Europe",0.0213387468653261,"<b>Moldova</b><br>Confirmed: <b>108.9K</b><br>Death: <b>2.3K</b><br>Fatality Ratio: <b>2.1%</b><br>",1499,19,"2020-12"
"Moldova",2021-01-01,145258,3004,131701,47.411631,28.369885,"Europe",0.0206804444505638,"<b>Moldova</b><br>Confirmed: <b>145.3K</b><br>Death: <b>3.0K</b><br>Fatality Ratio: <b>2.1%</b><br>",440,19,"2021-01"
"Moldova",2021-02-01,160086,3446,150502,47.411631,28.369885,"Europe",0.0215259298127257,"<b>Moldova</b><br>Confirmed: <b>160.1K</b><br>Death: <b>3.4K</b><br>Fatality Ratio: <b>2.2%</b><br>",282,8,"2021-02"
"Moldova",2021-03-01,186447,3975,166833,47.411631,28.369885,"Europe",0.0213197316127371,"<b>Moldova</b><br>Confirmed: <b>186.4K</b><br>Death: <b>4.0K</b><br>Fatality Ratio: <b>2.1%</b><br>",994,26,"2021-03"
"Moldova",2021-04-01,231756,5003,209907,47.411631,28.369885,"Europe",0.0215873591190735,"<b>Moldova</b><br>Confirmed: <b>231.8K</b><br>Death: <b>5.0K</b><br>Fatality Ratio: <b>2.2%</b><br>",1515,43,"2021-04"
"Moldova",2021-05-01,251160,5826,240393,47.411631,28.369885,"Europe",0.0231963688485428,"<b>Moldova</b><br>Confirmed: <b>251.2K</b><br>Death: <b>5.8K</b><br>Fatality Ratio: <b>2.3%</b><br>",323,14,"2021-05"
"Moldova",2021-06-01,255241,6114,247609,47.411631,28.369885,"Europe",0.0239538318687045,"<b>Moldova</b><br>Confirmed: <b>255.2K</b><br>Death: <b>6.1K</b><br>Fatality Ratio: <b>2.4%</b><br>",55,7,"2021-06"
"Moldova",2021-07-01,256816,6194,249774,47.411631,28.369885,"Europe",0.0241184349884742,"<b>Moldova</b><br>Confirmed: <b>256.8K</b><br>Death: <b>6.2K</b><br>Fatality Ratio: <b>2.4%</b><br>",82,0,"2021-07"
"Moldova",2021-08-01,259549,6255,252104,47.411631,28.369885,"Europe",0.0240994956636319,"<b>Moldova</b><br>Confirmed: <b>259.5K</b><br>Death: <b>6.3K</b><br>Fatality Ratio: <b>2.4%</b><br>",71,0,"2021-08"
"Moldova",2021-09-01,268105,6406,0,47.411631,28.369885,"Europe",0.0238936237668078,"<b>Moldova</b><br>Confirmed: <b>268.1K</b><br>Death: <b>6.4K</b><br>Fatality Ratio: <b>2.4%</b><br>",579,5,"2021-09"
"Monaco",2020-02-01,0,0,0,43.750298,7.412841,"Europe",0,"<b>Monaco</b><br>Confirmed: <b>0.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-02"
"Monaco",2020-03-01,1,0,0,43.750298,7.412841,"Europe",0,"<b>Monaco</b><br>Confirmed: <b>1.0</b><br>Death: <b>0.0</b><br>Fatality Ratio: <b>0.0%</b><br>",0,0,"2020-03"
"Monaco",2020-04-01,55,1,2,43.750298,7.412841,"Europe",0.0181818181818182,"<b>Monaco</b><br>Confirmed: <b>55.0</b><br>Death: <b>1.0</b><br>Fatality Ratio: <b>1.8%</b><br>",3,0,"2020-04"
"Monaco",2020-05-01,95,4,73,43.750298,7.412841,"Europe",0.0421052631578947,"<b>Monaco</b><br>Confirmed: <b>95.0</b><br>Death: <b>4.0</b><br>Fatality Ratio: <b>4.2%</b><br>",0,0,"2020-05"
"Monaco",2020-06-01,99,4,90,43.750298,7.412841,"Europe",0.0404040404040404,"<b>Monaco</b><br>Confirmed: <b>99.0</b><br>Death: <b>4.0</b><br>Fatality Ratio: <b>4.0%</b><br>",0,0,"2020-06"
"Monaco",2020-07-01,103,4,95,43.750298,7.412841,"Europe",0.0388349514563107,"<b>Monaco</b><br>Confirmed: <b>103.0</b><br>Death: <b>4.0</b><br>Fatality Ratio: <b>3.9%</b><br>",0,0,"2020-07"
"Monaco",2020-08-01,120,4,105,43.750298,7.412841,"Europe",0.0333333333333333,"<b>Monaco</b><br>Confirmed: <b>120.0</b><br>Death: <b>4.0</b><br>Fatality Ratio: <b>3.3%</b><br>",0,0,"2020-08"
"Monaco",2020-09-01,154,4,116,43.750298,7.412841,"Europe",0.025974025974026,"<b>Monaco</b><br>Confirmed: <b>154.0</b><br>Death: <b>4.0</b><br>Fatality Ratio: <b>2.6%</b><br>",0,0,"2020-09"
"Monaco",2020-10-01,219,2,187,43.750298,7.412841,"Europe",0.0091324200913242,"<b>Monaco</b><br>Confirmed: <b>219.0</b><br>Death: <b>2.0</b><br>Fatality Ratio: <b>0.9%</b><br>",1,0,"2020-10"
"Monaco",2020-11-01,366,2,274,43.750298,7.412841,"Europe",0.00546448087431694,"<b>Monaco</b><br>Confirmed: <b>366.0</b><br>Death: <b>2.0</b><br>Fatality Ratio: <b>0.5%</b><br>",7,0,"2020-11"
"Monaco",2020-12-01,617,3,559,43.750298,7.412841,"Europe",0.00486223662884927,"<b>Monaco</b><br>Confirmed: <b>617.0</b><br>Death: <b>3.0</b><br>Fatality Ratio: <b>0.5%</b><br>",8,0,"2020-12"
"Monaco",2021-01-01,885,3,718,43.750298,7.412841,"Europe",0.00338983050847458,"<b>Monaco</b><br>Confirmed: <b>885.0</b><br>Death: <b>3.0</b><br>Fatality Ratio: <b>0.3%</b><br>",10,0,"2021-01"
"Monaco",2021-02-01,1499,14,1283,43.750298,7.412841,"Europe",0.00933955970647098,"<b>Monaco</b><br>Confirmed: <b>1.5K</b><br>Death: <b>14.0</b><br>Fatality Ratio: <b>0.9%</b><br>",10,1,"2021-02"
"Monaco",2021-03-01,1965,24,1720,43.750298,7.412841,"Europe",0.0122137404580153,"<b>Monaco</b><br>Confirmed: <b>2.0K</b><br>Death: <b>24.0</b><br>Fatality Ratio: <b>1.2%</b><br>",9,0,"2021-03"
